PRIM_STATE,NAICS_TITLE,OCC_TITLE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
TN,Cross-industry,Legal Occupations,35590.0,45480.0,64000.0,109760.0,166480.0
ME,Cross-industry,Computer and Mathematical Occupations,47010.0,60430.0,77750.0,99640.0,125930.0
US,Other Services (except Public Administration),Firefighting and Prevention Workers,24350.0,24440.0,40250.0,58680.0,63040.0
FL,Cross-industry,"Life, Physical, and Social Science Occupations",32510.0,41600.0,59240.0,79510.0,105250.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Other Personal Care and Service Workers,22090.0,24230.0,29880.0,38270.0,49480.0
NM,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,22150.0,23230.0,27950.0,30460.0,37930.0
KS,Cross-industry,"Life, Physical, and Social Science Occupations",36450.0,45920.0,60500.0,78990.0,101750.0
KS,Cross-industry,Food Preparation and Serving Related Occupations,17550.0,18410.0,22820.0,28590.0,35230.0
US,Administrative and Support and Waste Management and Remediation Services,"Textile, Apparel, and Furnishings Workers",21280.0,23610.0,28760.0,30200.0,37270.0
MI,Cross-industry,"Life, Physical, and Social Science Occupations",38280.0,48870.0,65430.0,96750.0,127680.0
NH,Cross-industry,Personal Care and Service Occupations,18320.0,23240.0,29460.0,38800.0,49620.0
DE,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",26190.0,30310.0,47270.0,65970.0,98260.0
US,Utilities,"Helpers, Construction Trades",28140.0,29390.0,36360.0,40550.0,60100.0
US,Manufacturing,Supervisors of Office and Administrative Support Workers,42550.0,49120.0,62330.0,79170.0,98990.0
US,Health Care and Social Assistance,Communications Equipment Operators,26160.0,29450.0,36220.0,38550.0,51350.0
US,Management of Companies and Enterprises,Extraction Workers,35290.0,37500.0,46640.0,54270.0,61710.0
US,Health Care and Social Assistance,Personal Appearance Workers,28730.0,31340.0,37730.0,47490.0,60410.0
US,Health Care and Social Assistance,"Helpers, Construction Trades",29120.0,29320.0,37910.0,47830.0,58600.0
US,Construction,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",29620.0,29970.0,37460.0,37920.0,38070.0
US,Other Services (except Public Administration),Assemblers and Fabricators,26330.0,30030.0,37720.0,47510.0,59720.0
US,Finance and Insurance,Supervisors of Building and Grounds Cleaning and Maintenance Workers,37930.0,49030.0,61720.0,65890.0,80000.0
US,Educational Services,Media and Communication Equipment Workers,29130.0,38550.0,49190.0,62660.0,77270.0
US,Health Care and Social Assistance,Other Educational Instruction and Library Occupations,22260.0,23640.0,28860.0,30420.0,37660.0
CO,Cross-industry,Business and Financial Operations Occupations,47230.0,60550.0,77610.0,101660.0,130350.0
US,"Arts, Entertainment, and Recreation",Architecture and Engineering Occupations,48120.0,61950.0,79080.0,100580.0,131100.0
US,Manufacturing,Community and Social Service Occupations,29160.0,39000.0,58320.0,74210.0,79060.0
US,Manufacturing,"Material Recording, Scheduling, Dispatching, and Distributing Workers",29520.0,36190.0,39500.0,48870.0,62210.0
DC,Cross-industry,Office and Administrative Support Occupations,31710.0,38260.0,49190.0,67230.0,94000.0
MD,Cross-industry,Healthcare Practitioners and Technical Occupations,38680.0,60240.0,78430.0,101730.0,169570.0
HI,Cross-industry,Management Occupations,49040.0,76220.0,99250.0,129190.0,167860.0
VT,Cross-industry,Office and Administrative Support Occupations,29230.0,36530.0,38610.0,48280.0,61190.0
US,"Professional, Scientific, and Technical Services",Life Scientists,50280.0,72520.0,100710.0,130400.0,166980.0
TX,Cross-industry,Sales and Related Occupations,20170.0,23120.0,29540.0,47890.0,79920.0
US,"Agriculture, Forestry, Fishing and Hunting",Personal Care and Service Occupations,22850.0,28200.0,29760.0,38730.0,51640.0
US,"Professional, Scientific, and Technical Services",Social Scientists and Related Workers,38160.0,53180.0,78260.0,105630.0,158060.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Occupational Health and Safety Specialists and Technicians,45400.0,58660.0,77050.0,92980.0,104100.0
IN,Cross-industry,Computer and Mathematical Occupations,38370.0,49700.0,76910.0,99510.0,127020.0
US,Real Estate and Rental and Leasing,Other Healthcare Support Occupations,28820.0,29490.0,31670.0,37910.0,48150.0
US,"Arts, Entertainment, and Recreation","Other Installation, Maintenance, and Repair Occupations",23540.0,29120.0,36310.0,46700.0,59280.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Engineers,61450.0,78530.0,100730.0,127030.0,153730.0
CO,Cross-industry,Community and Social Service Occupations,34460.0,38850.0,49560.0,62640.0,79080.0
US,Health Care and Social Assistance,Assemblers and Fabricators,18010.0,18980.0,22660.0,28090.0,35030.0
US,Finance and Insurance,Legal Support Workers,36750.0,46500.0,59380.0,75460.0,94370.0
US,Construction,Transportation and Material Moving Occupations,30120.0,37580.0,46640.0,58200.0,75790.0
MA,Cross-industry,Sales and Related Occupations,29340.0,30020.0,37410.0,62920.0,102020.0
WA,Cross-industry,Protective Service Occupations,34150.0,38980.0,60310.0,83580.0,105010.0
US,Educational Services,Plant and System Operators,30420.0,47700.0,57910.0,75540.0,87900.0
US,Health Care and Social Assistance,Engineers,48420.0,61480.0,78210.0,99980.0,123550.0
US,Transportation and Warehousing,Operations Specialties Managers,61200.0,77460.0,98810.0,127010.0,162740.0
US,Wholesale Trade,Assemblers and Fabricators,27420.0,29820.0,36360.0,40700.0,48210.0
US,Construction,Art and Design Workers,34070.0,47040.0,56490.0,73700.0,93290.0
US,Transportation and Warehousing,Building Cleaning and Pest Control Workers,28560.0,33990.0,41810.0,58870.0,61980.0
ID,Cross-industry,Educational Instruction and Library Occupations,22550.0,28600.0,46960.0,60340.0,76230.0
US,"Professional, Scientific, and Technical Services","Architects, Surveyors, and Cartographers",46840.0,60340.0,77800.0,99750.0,127290.0
US,Other Services (except Public Administration),Protective Service Occupations,20340.0,23780.0,29670.0,38180.0,50880.0
US,Utilities,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",47120.0,61210.0,76750.0,95530.0,100590.0
US,Manufacturing,Communications Equipment Operators,29270.0,36530.0,42150.0,46940.0,58180.0
US,Finance and Insurance,Agricultural Workers,23030.0,29270.0,33990.0,46820.0,92720.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Other Production Occupations,30620.0,44870.0,52250.0,62340.0,77640.0
OR,Cross-industry,Protective Service Occupations,29310.0,31930.0,51340.0,79330.0,99630.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Metal Workers and Plastic Workers,47610.0,54100.0,61610.0,70930.0,82350.0
US,Other Services (except Public Administration),"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",20710.0,23410.0,29620.0,31280.0,37060.0
US,Cross-industry,"Helpers, Construction Trades",27660.0,29630.0,36510.0,41800.0,48210.0
VT,Cross-industry,Community and Social Service Occupations,29170.0,36910.0,45850.0,59360.0,68990.0
US,Management of Companies and Enterprises,"Sales Representatives, Wholesale and Manufacturing",38110.0,49500.0,77520.0,102810.0,135370.0
US,Management of Companies and Enterprises,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",37310.0,45890.0,59390.0,76850.0,96690.0
US,"Professional, Scientific, and Technical Services",Office and Administrative Support Occupations,28260.0,30830.0,40840.0,56530.0,74920.0
TN,Cross-industry,Healthcare Support Occupations,22300.0,23470.0,29220.0,36360.0,44560.0
CA,Cross-industry,Protective Service Occupations,30540.0,35990.0,49090.0,94150.0,124840.0
US,Health Care and Social Assistance,Health Technologists and Technicians,29780.0,37370.0,47670.0,61150.0,77820.0
US,"Arts, Entertainment, and Recreation","Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",26000.0,26000.0,26000.0,26000.0,37590.0
US,Utilities,"Farming, Fishing, and Forestry Occupations",33430.0,36960.0,42420.0,47840.0,62170.0
US,Retail Trade,Supervisors of Sales Workers,29010.0,33600.0,39180.0,53860.0,74650.0
US,Educational Services,Metal Workers and Plastic Workers,37860.0,47620.0,60230.0,71410.0,80950.0
US,Finance and Insurance,Financial Specialists,42540.0,59650.0,78500.0,120590.0,168420.0
KS,Cross-industry,Educational Instruction and Library Occupations,22880.0,29330.0,47350.0,60750.0,77150.0
US,Management of Companies and Enterprises,Other Healthcare Support Occupations,28960.0,33140.0,38170.0,47250.0,58850.0
US,"Arts, Entertainment, and Recreation",Engineers,59630.0,74220.0,94900.0,101670.0,160560.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Other Transportation Workers,30240.0,39010.0,59840.0,81980.0,108870.0
US,Educational Services,Computer Occupations,37970.0,48690.0,62860.0,81640.0,102750.0
US,Administrative and Support and Waste Management and Remediation Services,Rail Transportation Workers,39180.0,40920.0,47130.0,58140.0,65640.0
WV,Cross-industry,"Farming, Fishing, and Forestry Occupations",19040.0,24490.0,36360.0,42960.0,57970.0
US,"Arts, Entertainment, and Recreation",Retail Sales Workers,18390.0,22190.0,26040.0,29880.0,36750.0
US,"Professional, Scientific, and Technical Services",Food and Beverage Serving Workers,18300.0,20360.0,20600.0,28090.0,43430.0
IA,Cross-industry,Protective Service Occupations,23760.0,31690.0,49250.0,64460.0,81850.0
US,Administrative and Support and Waste Management and Remediation Services,"Counselors, Social Workers, and Other Community and Social Service Specialists",29490.0,37980.0,47040.0,60300.0,77210.0
US,Accommodation and Food Services,Computer and Mathematical Occupations,30270.0,40050.0,57620.0,77760.0,99340.0
US,Cross-industry,"Counselors, Social Workers, and Other Community and Social Service Specialists",30460.0,37940.0,48400.0,62520.0,80290.0
MD,Cross-industry,Architecture and Engineering Occupations,55780.0,75160.0,99280.0,129200.0,163270.0
US,Manufacturing,Architecture and Engineering Occupations,48280.0,62230.0,80030.0,105650.0,135880.0
US,Manufacturing,Computer and Mathematical Occupations,57860.0,77750.0,101510.0,131660.0,168460.0
DC,Cross-industry,Personal Care and Service Occupations,31200.0,31230.0,36830.0,47490.0,76030.0
VA,Cross-industry,Transportation and Material Moving Occupations,23090.0,28730.0,36520.0,47630.0,61930.0
US,Manufacturing,Other Educational Instruction and Library Occupations,29760.0,46640.0,68090.0,79260.0,101040.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Printing Workers,37550.0,47520.0,60820.0,92980.0,112530.0
MO,Cross-industry,Production Occupations,26440.0,29900.0,37710.0,47780.0,60710.0
AL,Cross-industry,Computer and Mathematical Occupations,43300.0,60320.0,79880.0,105980.0,133220.0
WI,Cross-industry,Management Occupations,56040.0,77080.0,101130.0,137630.0,202010.0
OR,Cross-industry,Management Occupations,47380.0,64840.0,98810.0,131130.0,190060.0
US,Construction,Supervisors of Building and Grounds Cleaning and Maintenance Workers,38070.0,44630.0,49820.0,63810.0,80590.0
CT,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,27960.0,29380.0,36570.0,46400.0,59940.0
IA,Cross-industry,"Life, Physical, and Social Science Occupations",36560.0,47250.0,61500.0,78830.0,100620.0
US,Educational Services,Extraction Workers,30120.0,37550.0,47110.0,59170.0,62740.0
US,"Arts, Entertainment, and Recreation",Construction and Extraction Occupations,29910.0,37990.0,48590.0,64160.0,100650.0
MN,Cross-industry,Management Occupations,48860.0,74900.0,102020.0,152350.0,206960.0
US,Construction,Media and Communication Equipment Workers,38140.0,46910.0,52270.0,63370.0,77700.0
US,Administrative and Support and Waste Management and Remediation Services,Computer and Mathematical Occupations,37330.0,48620.0,78740.0,121960.0,159390.0
US,"Arts, Entertainment, and Recreation",Healthcare Practitioners and Technical Occupations,29170.0,35270.0,47500.0,71090.0,96680.0
PA,Cross-industry,Production Occupations,27570.0,30780.0,38370.0,48630.0,62010.0
MN,Cross-industry,Transportation and Material Moving Occupations,27890.0,30320.0,38220.0,49190.0,63120.0
NV,Cross-industry,Management Occupations,38460.0,60010.0,79570.0,125340.0,164200.0
VT,Cross-industry,Transportation and Material Moving Occupations,25360.0,29470.0,37260.0,47910.0,61050.0
US,Retail Trade,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",28220.0,30070.0,38850.0,57970.0,70840.0
FL,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,22150.0,23470.0,28910.0,33890.0,38690.0
US,Cross-industry,Other Construction and Related Workers,29860.0,37500.0,47910.0,61950.0,82610.0
VA,Cross-industry,Computer and Mathematical Occupations,52320.0,77910.0,101680.0,131780.0,166160.0
US,Finance and Insurance,Other Construction and Related Workers,42590.0,48650.0,75910.0,120000.0,151260.0
US,Administrative and Support and Waste Management and Remediation Services,Media and Communication Equipment Workers,29120.0,35930.0,48520.0,70120.0,100970.0
US,"Agriculture, Forestry, Fishing and Hunting",Media and Communication Workers,30060.0,38580.0,60360.0,83690.0,129790.0
US,Transportation and Warehousing,Supervisors of Transportation and Material Moving Workers,38730.0,48180.0,61170.0,77310.0,95660.0
SC,Cross-industry,Construction and Extraction Occupations,28370.0,30560.0,38550.0,49390.0,63340.0
US,Management of Companies and Enterprises,Life Scientists,62470.0,79760.0,101900.0,130400.0,166980.0
TN,Cross-industry,Computer and Mathematical Occupations,37340.0,48590.0,73120.0,99510.0,128520.0
US,Utilities,Assemblers and Fabricators,29460.0,37270.0,58310.0,79280.0,97150.0
US,Construction,"Farming, Fishing, and Forestry Occupations",27640.0,30430.0,37210.0,46350.0,57750.0
US,Transportation and Warehousing,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",68200.0,85050.0,119080.0,161520.0,206540.0
US,Health Care and Social Assistance,Business Operations Specialists,37340.0,47420.0,60740.0,78570.0,100390.0
US,Wholesale Trade,Social Scientists and Related Workers,37930.0,53210.0,61290.0,77030.0,77970.0
US,Wholesale Trade,"Other Installation, Maintenance, and Repair Occupations",30190.0,37820.0,48040.0,61010.0,76750.0
NM,Cross-industry,"Life, Physical, and Social Science Occupations",36680.0,49290.0,74370.0,116330.0,190740.0
NH,Cross-industry,Healthcare Support Occupations,27520.0,29490.0,36420.0,38350.0,47650.0
NH,Cross-industry,Community and Social Service Occupations,31710.0,37320.0,47040.0,60300.0,76670.0
US,Manufacturing,"Supervisors of Farming, Fishing, and Forestry Workers",37920.0,46920.0,59420.0,75240.0,80810.0
ME,Cross-industry,Business and Financial Operations Occupations,46890.0,50290.0,63970.0,82640.0,104030.0
US,Utilities,Building Cleaning and Pest Control Workers,28290.0,30570.0,37830.0,47090.0,60600.0
US,Wholesale Trade,Extraction Workers,36900.0,37960.0,48000.0,61240.0,73480.0
US,Health Care and Social Assistance,"Installation, Maintenance, and Repair Occupations",29390.0,36790.0,46700.0,59670.0,75620.0
US,Real Estate and Rental and Leasing,Computer Occupations,37020.0,48510.0,77430.0,103310.0,135440.0
MN,Cross-industry,Construction and Extraction Occupations,37170.0,47030.0,60660.0,77540.0,96520.0
US,Health Care and Social Assistance,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",22670.0,27900.0,29540.0,36910.0,46700.0
US,Health Care and Social Assistance,Office and Administrative Support Occupations,28630.0,30080.0,37450.0,47230.0,59840.0
OR,Cross-industry,Community and Social Service Occupations,34820.0,39000.0,49980.0,63310.0,80570.0
HI,Cross-industry,Architecture and Engineering Occupations,48660.0,62430.0,82620.0,103650.0,128330.0
US,Administrative and Support and Waste Management and Remediation Services,Other Office and Administrative Support Workers,23910.0,29160.0,35300.0,40700.0,49580.0
US,"Agriculture, Forestry, Fishing and Hunting","Architects, Surveyors, and Cartographers",26950.0,36190.0,48460.0,61960.0,98690.0
US,Administrative and Support and Waste Management and Remediation Services,Supervisors of Protective Service Workers,30180.0,37020.0,47520.0,62110.0,77990.0
US,Accommodation and Food Services,Other Management Occupations,36550.0,46490.0,59360.0,75870.0,98070.0
US,Utilities,"Sales Representatives, Wholesale and Manufacturing",38790.0,61610.0,80670.0,109300.0,131450.0
US,Manufacturing,"Arts, Design, Entertainment, Sports, and Media Occupations",30250.0,37910.0,48930.0,67100.0,98550.0
NM,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",28050.0,30900.0,48310.0,78060.0,130040.0
US,Management of Companies and Enterprises,Metal Workers and Plastic Workers,36100.0,43940.0,53300.0,74650.0,78260.0
US,Health Care and Social Assistance,"Arts, Design, Entertainment, Sports, and Media Occupations",31480.0,39380.0,50270.0,65470.0,81960.0
US,Health Care and Social Assistance,Funeral Service Workers,29270.0,50250.0,60180.0,75350.0,81240.0
